CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Gender_Int,Geography_Germany,Geography_Spain,Balance_Int,PC1
0.5379999999999999,0.3243243243243243,0.2,0.0,0.0,1.0,1.0,0.5067348931822989,1.0,1.0,0.0,0.0,0.0,-0.24401732979312035
0.5159999999999999,0.3108108108108108,0.1,0.33403147867725896,0.0,0.0,1.0,0.5627087386845444,0.0,1.0,0.0,1.0,1.0,-0.03674124158585536
0.30399999999999994,0.3243243243243243,0.8,0.6363571759354565,0.6666666666666667,1.0,0.0,0.5696543519906151,1.0,1.0,0.0,0.0,1.0,0.8682672379719811
0.6980000000000001,0.2837837837837838,0.1,0.0,0.3333333333333333,0.0,0.0,0.4691200509648672,0.0,1.0,0.0,0.0,0.0,0.3880122399621479
1.0,0.3378378378378379,0.2,0.5002462155052676,0.0,1.0,1.0,0.3954003607344502,0.0,1.0,0.0,1.0,1.0,-0.02161469713607843
0.59,0.35135135135135137,0.8,0.4533943642217445,0.3333333333333333,1.0,0.0,0.7487971601287922,1.0,0.0,0.0,1.0,1.0,0.4745774016162621
0.944,0.4324324324324324,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.050260899915941966,0.0,0.0,0.0,0.0,0.0,-0.49427839881981767
0.051999999999999935,0.14864864864864866,0.4,0.4585397202505608,1.0,1.0,0.0,0.5967334880481086,1.0,1.0,1.0,0.0,1.0,0.6816001741050957
0.30199999999999994,0.35135135135135137,0.4,0.5661703921301275,0.3333333333333333,0.0,1.0,0.3746803819764787,0.0,0.0,0.0,0.0,1.0,-0.3317599562258147
0.6679999999999999,0.12162162162162166,0.2,0.5364882610306042,0.0,1.0,1.0,0.3586049967771922,0.0,0.0,0.0,0.0,1.0,-1.6764606757281855
0.35600000000000004,0.1756756756756757,0.6000000000000001,0.4066062041365082,0.3333333333333333,0.0,0.0,0.4008859846115304,0.0,0.0,0.0,0.0,1.0,-0.47401856009916166
0.29399999999999993,0.08108108108108109,0.30000000000000004,0.0,0.3333333333333333,1.0,0.0,0.3819286241836095,0.0,0.0,0.0,1.0,0.0,-1.1934554003801394
0.252,0.21621621621621626,1.0,0.0,0.3333333333333333,1.0,0.0,0.13125953528561976,0.0,1.0,0.0,0.0,0.0,-0.0367804887636922
0.39799999999999996,0.09459459459459456,0.5,0.0,0.3333333333333333,0.0,0.0,0.954322187768932,0.0,1.0,0.0,0.0,0.0,-0.5993063427197545
0.57,0.22972972972972974,0.7000000000000001,0.0,0.3333333333333333,1.0,1.0,0.3297318393906617,0.0,1.0,0.0,1.0,0.0,-0.9560903697167722
0.5319999999999999,0.3648648648648649,0.30000000000000004,0.5704683124530762,0.3333333333333333,0.0,1.0,0.32160911367035555,0.0,0.0,1.0,0.0,1.0,0.5531016320697029
0.606,0.5405405405405406,0.1,0.5285129113577549,0.0,1.0,0.0,0.02543287883992921,1.0,0.0,1.0,0.0,1.0,2.5606848986267243
0.39799999999999996,0.08108108108108109,0.9,0.0,0.3333333333333333,1.0,1.0,0.07198102418780992,0.0,1.0,0.0,1.0,0.0,-1.7981197134344737
